id,source_book,chapter,verse,era,original_language,tamil,english,translator,source_url,license,iks_concepts,notes
TK-0073-DREW,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),73,Post-Sangam (c. 1st–5th century CE),Tamil,அன்போடு இயைந்த வழக்கென்ப ஆருயிர்க்கு என்போடு இயைந்த தொடர்பு.,The soul's bond with the body is said to be a bond united by love.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 73, Possession of Love (அன்புடைமை)."
TK-0542-DREW,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),542,Post-Sangam (c. 1st–5th century CE),Tamil,இறைகடியன் என்று அஞ்சார் இன்றாயின் உய்யா தொழியும் குடி.,"If the people are not afraid of the king's severity, that people will perish.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 542, Just Scepter (செங்கோன்மை)."
TK-0008-POPE,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),8,Post-Sangam (c. 1st–5th century CE),Tamil,அறவாழி அந்தணன் தாள்சேர்ந்தார்க் கல்லால் பிறவாழி நீந்தல் அரிது.,"It is impossible to cross the ocean of vice, unless you reach the feet of the virtuous One, the Brahmin who is an ocean of virtue.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 8, Praise of God (கடவுள் வாழ்த்து)."
TK-0031-DREW,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),31,Post-Sangam (c. 1st–5th century CE),Tamil,சிறப்பீனும் செல்வமும் ஈனும் அறத்தினூ உ ஆக்கமும் அந்த வகை.,Virtue yields distinction and wealth; all prosperity comes from virtue.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 31, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0250-DREW,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),250,Post-Sangam (c. 1st–5th century CE),Tamil,கொல்லான் புலாலை மறுத்தானைக் கைகூப்பி எல்லா உயிரும் தொழும்.,All beings will fold their hands and worship one who neither kills nor eats flesh.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 250, Possession of Compassion (அருளுடைமை)."
TK-0047-POPE,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),47,Post-Sangam (c. 1st–5th century CE),Tamil,இயல்பினான் இல்வாழ்க்கை வாழ்பவன் என்பான் செயல்சான்ற ஆற்றி னவன்.,He who lives the domestic life according to its own nature has truly accomplished his life's goal.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 47, Domestic Life (இல்வாழ்க்கை)."
TK-0267-DREW,Thirukkural,Chapter 27: Penance (தவம்),267,Post-Sangam (c. 1st–5th century CE),Tamil,தவமும் தவமுடையார்க்கு ஆகும் அவமே அவமுடையார்க்கு ஆகும்.,Penance belongs to the penitent; vanity belongs to the vain.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 267, Penance (தவம்)."
TK-0003-POPE,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),3,Post-Sangam (c. 1st–5th century CE),Tamil,மலர்மிசை ஏகினான் மாணடி சேர்ந்தார் நிலமிசை நீடுவாழ் வார்.,Those who are united to the glorious feet of Him who traversed the flower (of the mind) will long flourish in this world.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 3, Praise of God (கடவுள் வாழ்த்து)."
PUR-0200,Purananuru,Verse 200,200,Sangam (c. 300 BCE – 300 CE),Tamil,தீதும் நன்றும் பிறர்தர வாரா.,Neither evil nor good comes from others; it all comes from within ourselves.,A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Vinai, Oozh",The Sangam poet's statement on individual moral responsibility and the source of fate.
TK-0042-POPE,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),42,Post-Sangam (c. 1st–5th century CE),Tamil,துறந்தார்க்கும் துவ்வா தவர்க்கும் இறந்தார்க்கும் இல்வாழ்வான் என்பான் துணை.,"The householder is the support of the renounced, the needy, and the dead.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 42, Domestic Life (இல்வாழ்க்கை)."
TK-0077-DREW,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),77,Post-Sangam (c. 1st–5th century CE),Tamil,அன்பகத்து இல்லா உயிர்வாழ்க்கை வன்பாற்கண் வற்றல் மரம்போல் நிலை.,A life without inner love is like a withered tree in barren ground.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 77, Possession of Love (அன்புடைமை)."
TK-0265-POPE,Thirukkural,Chapter 27: Penance (தவம்),265,Post-Sangam (c. 1st–5th century CE),Tamil,ஒன்னார்த் தெறலும் உவந்தாரை ஆக்கலும் எண்ணும் தவத்தான் வரும்.,Both the destruction of enemies and the raising up of the beloved come from penance.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 265, Penance (தவம்)."
TK-0246-DREW,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),246,Post-Sangam (c. 1st–5th century CE),Tamil,அருளின் பொருளா விழைவார் பொருளின் பொருளா விழையாதார்.,Those who prize compassion as wealth do not prize material wealth.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 246, Possession of Compassion (அருளுடைமை)."
TK-0100-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),100,Post-Sangam (c. 1st–5th century CE),Tamil,நயன்ஒன்றும் இல்லத நண்பாம் பிறன்கேட்க வயனுடைத் தாகும் வசை.,That which has no value in friendship becomes reproach when others hear it.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 100, Pleasant Words (இனியவை கூறல்)."
TK-0541-DREW,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),541,Post-Sangam (c. 1st–5th century CE),Tamil,ஓர்ந்துகண் ணோடாது இறைபுரிந்து யார்மாட்டும் தேர்ந்துசெய் வஃதே முறை.,"Investigation, impartiality, and justice to all is the way of righteous rule.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 541, Just Scepter (செங்கோன்மை)."
TK-0021-DREW,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),21,Post-Sangam (c. 1st–5th century CE),Tamil,ஒழுக்காறு இகழ்ந்த ஒருவன் கழுக்கோட்டு ஒழுகான் மதிக்கப்படும்.,"One who neglects righteous conduct, though irreproachable in other ways, will be despised.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 21, The Greatness of Ascetics (நீத்தார் பெருமை)."
TK-0262-POPE,Thirukkural,Chapter 27: Penance (தவம்),262,Post-Sangam (c. 1st–5th century CE),Tamil,தவம்செய்வார் தம்கருமம் செய்வார்மற் றல்லார் அவஞ்செய்வார் ஆசை உடைத்து.,Those who practise penance do their own work; the rest practise vanity with their desires.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 262, Penance (தவம்)."
TK-0048-DREW,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),48,Post-Sangam (c. 1st–5th century CE),Tamil,ஆற்றின் ஒழுக்கி அறனிழுக்கா இல்வாழ்க்கை நோற்பாரின் நோன்மை உடைத்து.,A domestic life on virtue's course has more power than an ascetic's penance.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 48, Domestic Life (இல்வாழ்க்கை)."
TK-0020-DREW,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),20,Post-Sangam (c. 1st–5th century CE),Tamil,நீர்இன்று அமையா யாக்கை புலனென்னும் ஆர்இன்று அமையா தல்.,"As life cannot continue without water, virtue cannot continue without trained senses.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 20, The Excellence of Rain (வான்சிறப்பு)."
TK-0026-POPE,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),26,Post-Sangam (c. 1st–5th century CE),Tamil,முனிவரர் முன்னிலை நிற்கும் துணிவு உடைமை புலவர் பெருமை.,Standing firm before the great sages is the measure of the greatness of the learned.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 26, The Greatness of Ascetics (நீத்தார் பெருமை)."
TK-0078-DREW,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),78,Post-Sangam (c. 1st–5th century CE),Tamil,புறத்துறுப்பு எல்லாம் எவன்செய்யும் யாக்கை அகத்துறுப்பு அன்பிலா தார்க்கு.,What use are external organs to those who have no love in their heart?,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 78, Possession of Love (அன்புடைமை)."
TK-0244-DREW,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),244,Post-Sangam (c. 1st–5th century CE),Tamil,திறன்அல்ல தேற்றுதல் ஒல்லாது அறனல்ல செய்யா அருள் உடையார்.,The compassionate neither uphold the wrong nor perform the unvirtuous.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 244, Possession of Compassion (அருளுடைமை)."
TK-0082-DREW,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),82,Post-Sangam (c. 1st–5th century CE),Tamil,விருந்து புறத்ததாத் தானுண்டல் சாவா மருந்தெனினும் வேண்டற்பாற் றன்று.,Eating alone while a guest waits outside is undesirable even if the food prevents death.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 82, Hospitality (விருந்தோம்பல்)."
TK-0378-DREW,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),378,Post-Sangam (c. 1st–5th century CE),Tamil,வகைமாண்ட வாழ்க்கையும் வான்பொருளும் என்னாம் தகைமாண்ட தக்கார் கடை.,What do excellent life and great wealth avail at the door of the nobly worthy?,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 378, Fate / Destiny (ஊழ்)."
TK-0039-POPE,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),39,Post-Sangam (c. 1st–5th century CE),Tamil,அறத்தாறின் இல்வாழ்க்கை ஆற்றின் புறத்தாறின் போஒய்ப் பெறுவது எவன்.,"If domestic life is lived in the path of virtue (Aram), what is gained by seeking other paths?",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 39, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0081-POPE,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),81,Post-Sangam (c. 1st–5th century CE),Tamil,இருந்தோம்பி இல்வாழ்வ தெல்லாம் விருந்தோம்பி வேளாண்மை செய்தற் பொருட்டு.,The purpose of all domestic living is to exercise hospitality towards guests.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 81, Hospitality (விருந்தோம்பல்)."
TK-0014-DREW,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),14,Post-Sangam (c. 1st–5th century CE),Tamil,ஏரின் உழாஅர் உழவர் புயலென்னும் வாரி வளங்குன்றிய விடத்து.,Farmers will not plow when rain that gives wealth fails.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 14, The Excellence of Rain (வான்சிறப்பு)."
TK-0065-DREW,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),65,Post-Sangam (c. 1st–5th century CE),Tamil,மக்கள்மெய் தீண்டல் உடற்கின்பம் மற்றவர் சொற்கேட்டல் இன்பம் செவிக்கு.,A child's touch pleasures the body; their speech pleasures the ears.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 65, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0023-DREW,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),23,Post-Sangam (c. 1st–5th century CE),Tamil,இருமை வகைதெரிந்த ஈண்டு அறிவுடையார் பெருமை ஒருமை உடைத்து.,The greatness of the wise who understand both worlds is singular and undivided.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 23, The Greatness of Ascetics (நீத்தார் பெருமை)."
TK-0098-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),98,Post-Sangam (c. 1st–5th century CE),Tamil,இனிய உளவாக இன்னாத கூறல் கனிஇருப்பக் காய்கவர்ந் தற்று.,Speaking harshly when pleasant speech is possible is like plucking unripe fruit when ripe fruit is available.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 98, Pleasant Words (இனியவை கூறல்)."
TK-0065-POPE,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),65,Post-Sangam (c. 1st–5th century CE),Tamil,மக்கள்மெய் தீண்டல் உடற்கின்பம் மற்றவர் சொற்கேட்டல் இன்பம் செவிக்கு.,The touch of children is pleasure to the body; hearing their speech is pleasure to the ears.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 65, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0034-DREW,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),34,Post-Sangam (c. 1st–5th century CE),Tamil,செய்யாமல் செய்த உதவிக்கு வையகமும் வானகமும் ஆற்றல் அரிது.,The earth and heavens cannot repay unasked kindness.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 34, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0264-DREW,Thirukkural,Chapter 27: Penance (தவம்),264,Post-Sangam (c. 1st–5th century CE),Tamil,அலமந்து ஆழ்ந்தார்க்கும் இல்லை மேல்சென்று ஒருவர்க்கும் தவத்தின் மிகை.,"For those ascending or enduring, nothing surpasses penance.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 264, Penance (தவம்)."
TK-0263-POPE,Thirukkural,Chapter 27: Penance (தவம்),263,Post-Sangam (c. 1st–5th century CE),Tamil,சுடச்சுட ஒருவன் தாங்கும் தடக்கையால் சுட்டொரு கைக்கும் தகும்.,"Even as burning makes gold brighter, penance makes a man endure greater strength.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 263, Penance (தவம்)."
TK-0242-DREW,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),242,Post-Sangam (c. 1st–5th century CE),Tamil,நல்லாற்றால் நாடி அருளாள்க பல்லாற்றால் தேரினும் அஃதே துணை.,"Cultivate compassion by the good path; however investigated, it is the only companion.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 242, Possession of Compassion (அருளுடைமை)."
TK-0001-POPE,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),1,Post-Sangam (c. 1st–5th century CE),Tamil,அகர முதல எழுத்தெல்லாம் ஆதி பகவன் முதற்றே உலகு.,"As the letter A is the first of all letters, so the eternal God is first in the world.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 1, Praise of God (கடவுள் வாழ்த்து)."
PUR-0312,Purananuru,Verse 312,312,Sangam (c. 300 BCE – 300 CE),Tamil,ஈன்று புறந்தருதல் என்தலைக் கடனே சான்றோன் ஆக்குதல் தந்தைக்குக் கடனே.,To bear and bring him up is my duty; to make him a noble man (Sanron) is the father's duty.,A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Sanror, Manam",Defines the complementary duties of mother and father in raising virtuous citizens.
PUR-0192,Purananuru,Verse 192,192,Sangam (c. 300 BCE – 300 CE),Tamil,யாதும் ஊரே யாவரும் கேளிர்.,Every city is my native place; all people are my kinsmen.,A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Kelir, Puram",The most famous declaration of universal kinship (Kelir) in Sangam literature.
SIL-Mangu-3,Silappathikaram,Passage Mangu-3,Mangu-3,Post-Sangam (c. 5th century CE),Tamil,செங்கோல் வளைந்தால் நாட்டில் மழை பொழியாது.,"If the scepter of justice is bent, rain will not fall in the land.",R. Parthasarathy,https://www.tamilvirtualuniversity.org/,Public Domain,"Sengol, Aram",The connection between just rule (Sengol) and natural abundance — injustice causes drought.
TK-0038-DREW,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),38,Post-Sangam (c. 1st–5th century CE),Tamil,வீழ்நாள் படாமல் கடிய பழிதிரும் நாளிற்றன் நல்வினை நலன் செய்யாது.,One who does no good on a day loses the day's profit when it comes.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 38, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
AKA-0055,Akananuru,Verse 55,55,Sangam (c. 300 BCE – 300 CE),Tamil,காடு கடந்தவர் கடன் தீர்க்க மறவாது வந்தனர்.,Those who crossed the forest came back without forgetting their debt.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Palai, Vinai",The hero's return from the forest journey fulfilling his duty (Vinai) and obligations.
TK-0544-DREW,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),544,Post-Sangam (c. 1st–5th century CE),Tamil,முறைகோட்டி மன்னவன் செய்யின் உறைகோட்டி ஒீப்படுவர் வாழ்நாட்டு வேந்தர்.,"If a king distorts justice, rains distort and kings perish in that land.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 544, Just Scepter (செங்கோன்மை)."
TK-0083-POPE,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),83,Post-Sangam (c. 1st–5th century CE),Tamil,பரிந்தோம்பிப் பற்றற்றேம் என்பர் விருந்தோம்பி வேளாண்மை செய்யாதவர்.,"Those who show no hospitality will say: 'We perished from want, and we have no one to hold on to.'",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 83, Hospitality (விருந்தோம்பல்)."
TK-0099-POPE,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),99,Post-Sangam (c. 1st–5th century CE),Tamil,தம்மொழி தக்கவர் தாந்தக்க வாறுரைப்பின் செம்மை சிறப்பில் உலகு.,"If each speaks according to his own station and others speak according to their station, the world will be excellent.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 99, Pleasant Words (இனியவை கூறல்)."
TK-0035-POPE,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),35,Post-Sangam (c. 1st–5th century CE),Tamil,எனைத்தொன்று நன்றி பயவா வினைத்தொன்றும் நன்றிக்கு நல்ல விடம்.,Whatever does not yield good is evil; whatever yields good is virtuous.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 35, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0097-POPE,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),97,Post-Sangam (c. 1st–5th century CE),Tamil,இன்சொல் இனிதீன்றல் காண்கம் இன்சொலால் அன்சேர்ந்த சோலை விடம்.,We see that pleasant speech yields sweet fruit; the forest filled with bees yields poisoned fruit.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 97, Pleasant Words (இனியவை கூறல்)."
PUR-0187,Purananuru,Verse 187,187,Sangam (c. 300 BCE – 300 CE),Tamil,அரசன் செங்கோல் கோடிலோன் இல் அல்லல்.,"Under a king whose scepter is straight, there is no sorrow in the home.",George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Sengol, Arasan",Connects just governance directly with domestic peace and happiness.
TK-0264-POPE,Thirukkural,Chapter 27: Penance (தவம்),264,Post-Sangam (c. 1st–5th century CE),Tamil,அலமந்து ஆழ்ந்தார்க்கும் இல்லை மேல்சென்று ஒருவர்க்கும் தவத்தின் மிகை.,"Even for those who go upward, there is nothing greater than penance.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 264, Penance (தவம்)."
TK-0243-POPE,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),243,Post-Sangam (c. 1st–5th century CE),Tamil,அருள்அல்லது யாதெனின் கொன்றாரும் கொல்லார் மருளாரும் நிற்பார் நிலை.,"What is compassion? It is the standing still of even those who kill, and of even those who are confused.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 243, Possession of Compassion (அருளுடைமை)."
TK-0015-DREW,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),15,Post-Sangam (c. 1st–5th century CE),Tamil,கெடுப்பதூஉம் கெட்டார்க்கு சார்வாய்மற்று ஆக்கதூஉம் இல்லாத மாரி யதனால்.,Rain ruins and rain restores; there is nothing without rain.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 15, The Excellence of Rain (வான்சிறப்பு)."
TK-0093-POPE,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),93,Post-Sangam (c. 1st–5th century CE),Tamil,முகத்தான் அமர்ந்து இனிதுநோக்கி அகத்தானாம் இன்சொ லினதே அறம்.,Virtue consists in looking kindly with the face and speaking sweetly from the heart.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 93, Pleasant Words (இனியவை கூறல்)."
NAT-0015,Natrinai,Verse 15,15,Sangam (c. 300 BCE – 300 CE),Tamil,நண்பகல் வெம்மை தணிக்கும் தாமரை பொய்கையின் குளிர்ந்த நீர் போல நட்பு.,Friendship is like the cool waters of a lotus pond that quench midday heat.,A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Anbu, Panpu",Friendship compared to the cooling waters of a lotus pond — refreshing and essential.
TK-0002-POPE,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),2,Post-Sangam (c. 1st–5th century CE),Tamil,கற்றதனால் ஆய பயனென்கொல் வாலறிவன் நற்றாள் தொழாஅர் எனின்.,"What does learning profit a man, if he worship not the good feet of Him who is possessed of pure knowledge?",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 2, Praise of God (கடவுள் வாழ்த்து)."
TK-0241-DREW,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),241,Post-Sangam (c. 1st–5th century CE),Tamil,அருட்செல்வம் செல்வத்துள் செல்வம் பொருட்செல்வம் பூரியார் கண்ணும் உள.,The wealth of grace is the highest; material wealth exists even in the basest of men.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 241, Possession of Compassion (அருளுடைமை)."
TK-0261-POPE,Thirukkural,Chapter 27: Penance (தவம்),261,Post-Sangam (c. 1st–5th century CE),Tamil,உற்றநோய் நோற்றல் உயிர்க்குறுகண் செய்யாமை அற்றே தவத்திற்கு உரு.,To endure the pain that comes to oneself and not to cause pain to other lives — that is the nature of penance.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 261, Penance (தவம்)."
TK-0071-DREW,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),71,Post-Sangam (c. 1st–5th century CE),Tamil,அன்பிலார் எல்லாம் தமக்குரியர் அன்புடையார் என்பும் உரியர் பிறர்க்கு.,The loveless appropriate everything to themselves; the loving give even their bones to others.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 71, Possession of Love (அன்புடைமை)."
TK-0245-POPE,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),245,Post-Sangam (c. 1st–5th century CE),Tamil,மன்னுயிர் ஓம்பி அருளாள்வான் என்னும்கொல் நன்னீத்தை யொத்த வினை.,What shall I say of the work of him who cherishes all living beings and rules with compassion — it is like a well of good water.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 245, Possession of Compassion (அருளுடைமை)."
TK-0033-POPE,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),33,Post-Sangam (c. 1st–5th century CE),Tamil,அறத்தான் வருவதே இன்பம் மற்றெல்லாம் புறத்த பரிசுடையது.,That which comes through virtue is pleasure; all else is external to joy.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 33, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0544-POPE,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),544,Post-Sangam (c. 1st–5th century CE),Tamil,முறைகோட்டி மன்னவன் செய்யின் உறைகோட்டி ஒீப்படுவர் வாழ்நாட்டு வேந்தர்.,"If a king distorts justice, the rains will distort in that country and kings will perish.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 544, Just Scepter (செங்கோன்மை)."
KRT-0031,Kurunthogai,Verse 31,31,Sangam (c. 300 BCE – 300 CE),Tamil,அலர்தாய் வாடைக்கு அழிந்த தமரல் சூடி நீத்தார் இடத்தே நின்று பலாவின் கனியின் இனிதே விரிதோடு தாழையின் தண்சேர்ப்பன் நட்பே.,Sweeter than the fragrant jackfruit is the friendship of the lord of cool shores with spreading Pandanus flowers.,A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Neythal, Kadal",The Neythal (coastal) landscape used to express the sweetness of the lover's companionship.
TK-0077-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),77,Post-Sangam (c. 1st–5th century CE),Tamil,அன்பகத்து இல்லா உயிர்வாழ்க்கை வன்பாற்கண் வற்றல் மரம்போல் நிலை.,A life devoid of inner love is like a withered tree standing in a barren land.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 77, Possession of Love (அன்புடைமை)."
TK-0049-DREW,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),49,Post-Sangam (c. 1st–5th century CE),Tamil,அன்பு நன்கு உடையவர் இல்வாழ்க்கை ஆற்றின் இருந்தொழிவார் யார்.,Who would leave domestic life if it is lived with true love on its proper path?,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 49, Domestic Life (இல்வாழ்க்கை)."
TK-0099-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),99,Post-Sangam (c. 1st–5th century CE),Tamil,தம்மொழி தக்கவர் தாந்தக்க வாறுரைப்பின் செம்மை சிறப்பில் உலகு.,"If each speaks fittingly to their station, the world will be excellent.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 99, Pleasant Words (இனியவை கூறல்)."
TK-0017-POPE,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),17,Post-Sangam (c. 1st–5th century CE),Tamil,நெடும்புனலும் தட்பமும் காடும் துடர்மாலை ஒடுக்கம் பெரும்.,"Vast waters, cold, and forests — these are the characteristics of the rainy season.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 17, The Excellence of Rain (வான்சிறப்பு)."
