id,work_name,author,translator,era,literary_type,chapter,verse_number,tamil_text,english_translation,alternate_translations,commentary,glossary,iks_concepts,concept_ids,semantic_tags,source_reference,license,quality_score,is_valid,validation_errors
PUR-0195,Purananuru,Various Sangam Poets,George L. Hart,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,Verse 195,195,வாழ்தல் உயிரின் தொழிலே செய்தவம் மாழ்கல் இலா வகை.,Living is the work of the soul; penance is the unfailing path to that living.,[],,{},"[{'concept_id': 'IKS-THAVAM', 'name': 'Thavam', 'meaning': 'Penance, ascetic practice, or self-discipline', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-ARAM', 'IKS-ARUL'], 'confidence': 1.0}, {'concept_id': 'IKS-UYIR', 'name': 'Uyir', 'meaning': 'Soul, life, or living being', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-OOZH', 'IKS-THAVAM'], 'confidence': 1.0}]","['IKS-UYIR', 'IKS-THAVAM']","['thavam', 'uyir']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
PUR-0240,Purananuru,Various Sangam Poets,George L. Hart,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,Verse 240,240,பிறர்க்கு இனிய செய்தல் ஆற்றுவாரே ஆற்றுவர் அவ்விடத்து அவ்வியல்பே.,Those who can do good for others truly can act rightly in all situations.,[],,{},"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-ARUL', 'IKS-OZHUKKAM', 'IKS-PORUL'], 'confidence': 1.0}, {'concept_id': 'IKS-ANBU', 'name': 'Anbu', 'meaning': 'Love, affection, or emotional/familial bonding', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-ARUL', 'IKS-KARPU', 'IKS-UDAL'], 'confidence': 1.0}]","['IKS-ANBU', 'IKS-ARAM']","['aram', 'anbu']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
PUR-0200,Purananuru,Various Sangam Poets,A.K. Ramanujan,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,Verse 200,200,தீதும் நன்றும் பிறர்தர வாரா.,Neither evil nor good comes from others; it all comes from within ourselves.,[],,{},"[{'concept_id': 'IKS-VINAI', 'name': 'Vinai', 'meaning': 'Classical Tamil IKS concept of Vinai', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': [], 'confidence': 1.0}, {'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-UYIR', 'IKS-THAVAM'], 'confidence': 1.0}]","['IKS-VINAI', 'IKS-OOZH']","['vinai', 'oozh']",https://www.tamilvirtualuniversity.org/,Public Domain,0.77,True,[]
PUR-0187,Purananuru,Various Sangam Poets,George L. Hart,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,Verse 187,187,அரசன் செங்கோல் கோடிலோன் இல் அல்லல்.,"Under a king whose scepter is straight, there is no sorrow in the home.",[],,{},"[{'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': [], 'confidence': 1.0}, {'concept_id': 'IKS-ARASAN', 'name': 'Arasan', 'meaning': 'King, ruler, or sovereign leader', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-PORUL', 'IKS-VIRAM'], 'confidence': 1.0}]","['IKS-ARASAN', 'IKS-SENGOL']","['sengol', 'arasan']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
PUR-0072,Purananuru,Various Sangam Poets,George L. Hart,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,Verse 72,72,நிலம் பகர்ந்த நீண்ட மன்னர் இலம்பகர்ந்தோர் இல்லாத பண்பு.,Long-reigning kings who distribute the land have the nature that lacks nothing.,[],,{},"[{'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': [], 'confidence': 1.0}, {'concept_id': 'IKS-KODAI', 'name': 'Kodai', 'meaning': 'Generosity, charity, or patronage', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-ARAM', 'IKS-PORUL'], 'confidence': 1.0}]","['IKS-KODAI', 'IKS-SENGOL']","['sengol', 'kodai']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
PUR-0278,Purananuru,Various Sangam Poets,George L. Hart,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,Verse 278,278,வீழ்ந்தார் மேல் வீழ்ந்தன மழை நீர் புகழ் வீழ்ந்தார் மேல் வீழாது.,Rains fall on those who have fallen; but fame falls not on those who have fallen.,[],,{},"[{'concept_id': 'IKS-PUKAZH', 'name': 'Pukazh', 'meaning': 'Fame, honor, or reputation', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-VIRAM', 'IKS-KODAI'], 'confidence': 1.0}, {'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-UYIR', 'IKS-THAVAM'], 'confidence': 1.0}]","['IKS-PUKAZH', 'IKS-OOZH']","['pukazh', 'oozh']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
PUR-0067,Purananuru,Various Sangam Poets,George L. Hart,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,Verse 67,67,ஈயாது வாழ்தல் புன்மை ஆகும் ஈதல் வலியார் செல்வம்.,To live without giving is baseness; generosity is the wealth of the powerful.,[],,{},"[{'concept_id': 'IKS-IGAI', 'name': 'Igai', 'meaning': 'Classical Tamil IKS concept of Igai', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': [], 'confidence': 1.0}, {'concept_id': 'IKS-KODAI', 'name': 'Kodai', 'meaning': 'Generosity, charity, or patronage', 'historical_era': 'Sangam (c. 300 BCE – 300 CE)', 'related_concepts': ['IKS-ARAM', 'IKS-PORUL'], 'confidence': 1.0}]","['IKS-KODAI', 'IKS-IGAI']","['igai', 'kodai']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
SIL-0001,Silappathikaram,Ilankovatikal,R. Parthasarathy,Post-Sangam (c. 5th century CE),Epic/Narrative,Passage 1,1,ஒரு குலத்தில் பிறந்தாலும் ஒழுக்கமே உயர்வு.,"Though born in one lineage, it is conduct that elevates.",[],Lineage is secondary to moral conduct (Ozhukkam).,"{'பிறந்தாலும்': 'though born', 'ஒழுக்கமே': 'conduct indeed', 'உயர்வு': 'elevation'}","[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-OZHUKKAM', 'IKS-PORUL'], 'confidence': 1.0}]",['IKS-ARAM'],['aram'],https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
SIL-0002,Silappathikaram,Ilankovatikal,R. Parthasarathy,Post-Sangam (c. 5th century CE),Epic/Narrative,Passage 3,3,செங்கோல் வளைந்தால் நாட்டில் மழை பொழியாது.,"If the scepter of justice is bent, rain will not fall in the land.",[],Connecting royal moral corruption directly with ecological failure.,"{'செங்கோல்': 'just scepter', 'வளைந்தால்': 'if bent', 'மழை': 'rain'}","[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-OZHUKKAM', 'IKS-PORUL'], 'confidence': 1.0}]",['IKS-ARAM'],['aram'],https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
SIL-Cilappatikaram-8,Silappathikaram,Ilankovatikal,R. Parthasarathy,Post-Sangam (c. 5th century CE),Epic/Narrative,Passage Cilappatikaram-8,Cilappatikaram-8,அறம் வெல்லும் பாவம் தோற்கும் என்பது காலத்தின் நியதி.,Virtue shall prevail and sin shall perish — this is the decree of time.,[],,{},"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-OZHUKKAM', 'IKS-PORUL'], 'confidence': 1.0}, {'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-UYIR', 'IKS-THAVAM'], 'confidence': 1.0}]","['IKS-ARAM', 'IKS-OOZH']","['aram', 'oozh']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
SIL-Mangu-5,Silappathikaram,Ilankovatikal,R. Parthasarathy,Post-Sangam (c. 5th century CE),Epic/Narrative,Passage Mangu-5,Mangu-5,கற்பு என்பது கணவன் மனைவி இருவரும் ஒருவர்க்கொருவர் உண்மையாக இருத்தல்.,Chastity (Karpu) means that both husband and wife are faithful to each other.,[],,{},"[{'concept_id': 'IKS-KARPU', 'name': 'Karpu', 'meaning': 'Chastity, faithfulness, or marital virtue', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-ANBU', 'IKS-OZHUKKAM'], 'confidence': 1.0}, {'concept_id': 'IKS-ANBU', 'name': 'Anbu', 'meaning': 'Love, affection, or emotional/familial bonding', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-KARPU', 'IKS-UDAL'], 'confidence': 1.0}]","['IKS-KARPU', 'IKS-ANBU']","['karpu', 'anbu']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
SIL-Cilappatikaram-6,Silappathikaram,Ilankovatikal,R. Parthasarathy,Post-Sangam (c. 5th century CE),Epic/Narrative,Passage Cilappatikaram-6,Cilappatikaram-6,நாட்டு மக்கள் துன்பப்படும்போது அரசன் தனது சொந்த துன்பம் போல் உணர வேண்டும்.,"When the people of the land suffer, the king must feel it as his own suffering.",[],,{},"[{'concept_id': 'IKS-ARASAN', 'name': 'Arasan', 'meaning': 'King, ruler, or sovereign leader', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-PORUL', 'IKS-VIRAM'], 'confidence': 1.0}, {'concept_id': 'IKS-ARUL', 'name': 'Arul', 'meaning': 'Grace, benevolence, or divine compassion', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-ARAM', 'IKS-ANBU', 'IKS-THAVAM'], 'confidence': 1.0}, {'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': [], 'confidence': 1.0}]","['IKS-ARUL', 'IKS-ARASAN', 'IKS-SENGOL']","['arasan', 'arul', 'sengol']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
SIL-Mangu-2,Silappathikaram,Ilankovatikal,R. Parthasarathy,Post-Sangam (c. 5th century CE),Epic/Narrative,Passage Mangu-2,Mangu-2,கண்ணகி கோபத்தினால் மதுரை நகரை எரித்தாள் தன் கற்பின் வலிமையால்.,"Kannaki, with the power of her chastity (Karpu), in her rage, burned down the city of Madurai.",[],,{},"[{'concept_id': 'IKS-KARPU', 'name': 'Karpu', 'meaning': 'Chastity, faithfulness, or marital virtue', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-ANBU', 'IKS-OZHUKKAM'], 'confidence': 1.0}, {'concept_id': 'IKS-MANAM', 'name': 'Manam', 'meaning': 'Classical Tamil IKS concept of Manam', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': [], 'confidence': 1.0}]","['IKS-KARPU', 'IKS-MANAM']","['karpu', 'manam']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
SIL-Mangu-4,Silappathikaram,Ilankovatikal,R. Parthasarathy,Post-Sangam (c. 5th century CE),Epic/Narrative,Passage Mangu-4,Mangu-4,அரசன் பிழை செய்தான் ஆதலால் மாதவி பிரிந்தாள் கோவலனிடமிருந்து.,"Because the king erred in justice, Madhavi separated from Kovalan.",[],,{},"[{'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': [], 'confidence': 1.0}, {'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': ['IKS-UYIR', 'IKS-THAVAM'], 'confidence': 1.0}]","['IKS-SENGOL', 'IKS-OOZH']","['sengol', 'oozh']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
SIL-Cilappatikaram-7,Silappathikaram,Ilankovatikal,R. Parthasarathy,Post-Sangam (c. 5th century CE),Epic/Narrative,Passage Cilappatikaram-7,Cilappatikaram-7,யாழின் இசை கேட்டு மகிழும் மனமுள்ளவர் இசையை புரிந்துகொண்டவர்.,Those who delight in hearing the music of the Yazh are those who truly understand music.,[],,{},"[{'concept_id': 'IKS-YAZH', 'name': 'Yazh', 'meaning': 'Classical Tamil IKS concept of Yazh', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': [], 'confidence': 1.0}, {'concept_id': 'IKS-PAN', 'name': 'Pan', 'meaning': 'Classical Tamil IKS concept of Pan', 'historical_era': 'Post-Sangam (c. 5th century CE)', 'related_concepts': [], 'confidence': 1.0}]","['IKS-PAN', 'IKS-YAZH']","['yazh', 'pan']",https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0001,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),1,அகர முதல எழுத்தெல்லாம் ஆதி பகவன் முதற்றே உலகு.,"As the letter A is the first of all letters, so the eternal God is first in the world.",[],"Like 'A' is the beginning of all letters, the Primal Deity is the beginning of the universe.","{'அகர': 'A', 'முதல': 'first', 'எழுத்தெல்லாம்': 'all letters', 'உலகு': 'world'}","[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-OZHUKKAM', 'IKS-PORUL'], 'confidence': 1.0}]",['IKS-ARAM'],['aram'],https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
TK-0002,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),2,கற்றதனால் ஆய பயனென்கொல் வாலறிவன் நற்றாள் தொழாஅர் எனின்.,"What does learning profit a man, if he worship not the good feet of Him who is possessed of pure knowledge?",[],Education is useless if one does not submit to pure wisdom.,"{'கற்றதனால்': 'by learning', 'பயனென்கொல்': 'what profit', 'தொழாஅர்': 'worship not'}","[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-OZHUKKAM', 'IKS-PORUL'], 'confidence': 1.0}]",['IKS-ARAM'],['aram'],https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
TK-0039,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),39,அறத்தாறின் இல்வாழ்க்கை ஆற்றின் புறத்தாறின் போஒய்ப் பெறுவது எவன்.,"If domestic life is lived in the path of virtue, what is gained by seeking other paths?",[],Virtuous householder life is superior to escaping duties.,"{'அறத்தாறின்': 'virtuous path', 'இல்வாழ்க்கை': 'domestic life'}","[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-OZHUKKAM', 'IKS-PORUL'], 'confidence': 1.0}]",['IKS-ARAM'],['aram'],https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
TK-0071,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),71,அன்பிலார் எல்லாம் தமக்குரியர் அன்புடையார் என்பும் உரியர் பிறர்க்கு.,Those who lack love claim everything for themselves; those who possess love give even their bones to others.,[],Altruistic love makes one give even one's body/bones for others.,"{'அன்பிலார்': 'those without love', 'உரியர்': 'belong to'}","[{'concept_id': 'IKS-ANBU', 'name': 'Anbu', 'meaning': 'Love, affection, or emotional/familial bonding', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-KARPU', 'IKS-UDAL'], 'confidence': 1.0}]",['IKS-ANBU'],['anbu'],https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
TK-0241,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),241,அருட்செல்வம் செல்வத்துள் செல்வம் பொருட்செல்வம் பூரியார் கண்ணும் உள.,The wealth of grace (compassion) is the wealth of all wealth; material wealth is found even in the basest of men.,[],Grace and mercy are the highest wealth.,"{'அருட்செல்வம்': 'wealth of grace', 'செல்வத்துள்': 'among wealth'}","[{'concept_id': 'IKS-ARUL', 'name': 'Arul', 'meaning': 'Grace, benevolence, or divine compassion', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-ARAM', 'IKS-ANBU', 'IKS-THAVAM'], 'confidence': 1.0}]",['IKS-ARUL'],['arul'],https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
TK-0380,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate (ஊழ்),380,ஊழில் பெருவலி யாவுள மற்றொன்று சூழினும் தான்முந் துறும்.,"What is stronger than fate? Even if one devises some other defense, fate will forestall and come first.",[],Fate/Destiny overcomes all counter-designs.,"{'ஊழில்': 'than fate', 'பெருவலி': 'great power'}","[{'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-UYIR', 'IKS-THAVAM'], 'confidence': 1.0}]",['IKS-OOZH'],['oozh'],https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
TK-0261,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),261,உற்றநோய் நோற்றல் உயிர்க்குறுகண் செய்யாமை அற்றே தவத்திற்கு உரு.,To endure the pain that comes to oneself and not to cause pain to other lives — that is the nature of penance.,[],Endurance and non-harming define penance.,"{'நோற்றல்': 'endurance', 'செய்யாமை': 'not doing'}","[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-ARUL', 'IKS-OZHUKKAM', 'IKS-PORUL'], 'confidence': 1.0}, {'concept_id': 'IKS-THAVAM', 'name': 'Thavam', 'meaning': 'Penance, ascetic practice, or self-discipline', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-ARAM', 'IKS-ARUL'], 'confidence': 1.0}]","['IKS-ARAM', 'IKS-THAVAM']","['aram', 'thavam']",https://www.tamilvirtualuniversity.org/,Public Domain,0.97,True,[]
TK-0096-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),96,சிறுமையுவந்து சீர்அல்ல செய்யும் பெருமை அகன்றவர் நட்பும் அகல்.,Avoid the friendship of the mean who delight in base deeds and shun what is excellent.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0374-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),374,நன்னிலையும் தீயதொன்றும் திங்களால் செய்யும் அலவன் கதி.,"Both good and bad states are wrought by fate, just as the crab is moved by the moon's influence.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0266-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),266,வேண்டிய வேண்டியாங் கெய்தலால் செய்தவம் ஈண்டு முயல்வார்க்கு இனிது.,"Penance grants desired objects, making it sweet for those who strive.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0085-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),85,செல்விருந்து ஓம்பி வருவிருந்து பார்த்திருப்பான் நல்விருந்து வானத்தவர்க்கு ஆம்.,He who serves present guests and awaits coming ones will be a welcome guest in heaven.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0027-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),27,குணமென்னும் குன்றேறி நின்றார் வெகுளி கணமேயும் காத்துக் கொளல்.,Avoid even a moment of the wrath of those who stand on virtue's summit.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0138-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),138,மறப்பினும் ஓத்துக்கொளலாகும் பார்ப்பான் பிறப்பொழுக்கம் குன்றல் இலன்.,A Brahmin who forgets his learning can relearn; but loss of conduct means loss of his birth.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0066-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),66,குழல்இனிது யாழ்இனிது என்பதம் மக்கள் மழலைச்சொல் கேளா தவர்.,Those who have not heard the prattle of their children say that the flute and harp are sweet.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0132-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),132,பரிந்தோம்பிக் காக்க ஒழுக்கம் தெரிந்தோம்பித் தேரினும் அஃதே துணை.,"Guard conduct carefully; however much you consider, it is still the best guide.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0248-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),248,பொருளற்றார் பொத்தனிலும் நிரைக்கோல் பயத்தல் அருளற்றார் யாரும் உடையர்.,Even empty vessels can yield a row when compared; those without compassion have nothing really.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0018-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),18,சிறைகாத்து சீர்மை பயக்குமேல் நோன்பிற்கு அறைகூவல் ஆகும் ஆழி.,"If the ocean guards its boundaries and helps prosperity, the hermit's vow succeeds.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0091-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),91,இன்சொலால் ஈரம் அளைஇப் படிறிலவாம் செம்பொருள் கண்டார்வாய்ச் சொல்.,"Sweet words coated with love, devoid of deceit — such is the speech of those who have seen truth.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0072-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),72,அன்பிற்கும் உண்டோ அடைக்குந்தாழ் ஆர்வலர் புன்கண்நோக்கில் தவிர்வது.,Is there a bolt to bar love when loving eyes behold sorrow?,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0375-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),375,இருவேறு உலகத்து இயற்கை திருவேறு தெள்ளிய ராதலும் வேறு.,The nature of the two worlds differs; the clarity of the wise and the unwise also differs.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0321-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 33: Non-Killing (கொல்லாமை),321,அறவினை யாதெனின் கொல்லாமை கோறல் பிறவினை எல்லாம் தரும்.,"If you ask what is the chief of virtues, it is not to kill; killing is the cause of all other vices.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0263-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),263,சுடச்சுட ஒருவன் தாங்கும் தடக்கையால் சுட்டொரு கைக்கும் தகும்.,"As fire refines gold, penance builds strength to endure.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0294-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 30: Truthfulness (வாய்மை),294,உள்ளத்தால் பொய்யாது ஒழுகின் உலகத்தார் உள்ளத்துள் எல்லாம் உளன்.,He who lives without deceit in his heart will be present in the hearts of all people in the world.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0038-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),38,வீழ்நாள் படாமல் கடிய பழிதிரும் நாளிற்றன் நல்வினை நலன் செய்யாது.,"One who does not do good each day, when that day comes, loses the profit of those days.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
