id,tamil_text,english_translation,author,work_name,chapter,verse_number,era,literary_category,source_url,license,translator,translator_notes,commentary,iks_concepts,glossary,metadata,quality_score,is_valid
TK-0066-POPE,குழல்இனிது யாழ்இனிது என்பதம் மக்கள் மழலைச்சொல் கேளா தவர்.,Those who have not heard the prattle of their children say that the flute and harp are sweet.,Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),66,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 66, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0132-POPE,பரிந்தோம்பிக் காக்க ஒழுக்கம் தெரிந்தோம்பித் தேரினும் அஃதே துணை.,"Guard conduct carefully; however much you consider, it is still the best guide.",Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),132,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 132, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0248-POPE,பொருளற்றார் பொத்தனிலும் நிரைக்கோல் பயத்தல் அருளற்றார் யாரும் உடையர்.,Even empty vessels can yield a row when compared; those without compassion have nothing really.,Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),248,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 248, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0018-POPE,சிறைகாத்து சீர்மை பயக்குமேல் நோன்பிற்கு அறைகூவல் ஆகும் ஆழி.,"If the ocean guards its boundaries and helps prosperity, the hermit's vow succeeds.",Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),18,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 18, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0091-POPE,இன்சொலால் ஈரம் அளைஇப் படிறிலவாம் செம்பொருள் கண்டார்வாய்ச் சொல்.,"Sweet words coated with love, devoid of deceit — such is the speech of those who have seen truth.",Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),91,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 91, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0072-DREW,அன்பிற்கும் உண்டோ அடைக்குந்தாழ் ஆர்வலர் புன்கண்நோக்கில் தவிர்வது.,Is there a bolt to bar love when loving eyes behold sorrow?,Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),72,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 72, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0375-POPE,இருவேறு உலகத்து இயற்கை திருவேறு தெள்ளிய ராதலும் வேறு.,The nature of the two worlds differs; the clarity of the wise and the unwise also differs.,Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),375,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 375, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0321-POPE,அறவினை யாதெனின் கொல்லாமை கோறல் பிறவினை எல்லாம் தரும்.,"If you ask what is the chief of virtues, it is not to kill; killing is the cause of all other vices.",Tiruvalluvar,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),321,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 321, Non-Killing (கொல்லாமை).",,[],{},{},0.9,True
TK-0263-DREW,சுடச்சுட ஒருவன் தாங்கும் தடக்கையால் சுட்டொரு கைக்கும் தகும்.,"As fire refines gold, penance builds strength to endure.",Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),263,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 263, Penance (தவம்).",,[],{},{},0.9,True
TK-0294-POPE,உள்ளத்தால் பொய்யாது ஒழுகின் உலகத்தார் உள்ளத்துள் எல்லாம் உளன்.,He who lives without deceit in his heart will be present in the hearts of all people in the world.,Tiruvalluvar,Thirukkural,Chapter 30: Truthfulness (வாய்மை),294,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 294, Truthfulness (வாய்மை).",,[],{},{},0.9,True
TK-0038-POPE,வீழ்நாள் படாமல் கடிய பழிதிரும் நாளிற்றன் நல்வினை நலன் செய்யாது.,"One who does not do good each day, when that day comes, loses the profit of those days.",Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),38,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 38, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0074-DREW,அன்புஈனும் ஆர்வம் உடைமை அதுஈனும் நண்பென்னும் நாடாச் சிறப்பு.,Love produces earnest affection; affection produces immeasurable friendship.,Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),74,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 74, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0134-DREW,சீலமென்னும் செல்வம் ஒருவற்குத் தான்திரிவு இல்லா அறத்தினால் வரும்.,The wealth of conduct comes through virtue that never deviates.,Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),134,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 134, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0043-DREW,தென்புலத்தார் தெய்வம் விருந்தொக்கல் தானென்றாங்கு ஐம்புலத்தாறு ஓம்பல் தலை.,"Serving ancestors, gods, guests, kin, and self: these five are the householder's chief duties.",Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),43,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 43, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0136-DREW,ஒழுக்கம் உடையவர்க்கு ஓதல் உடையவர்க்கும் இல்லா இடத்தும் அரசு.,"Right conduct gives dominion even without learning; without it, learning fails.",Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),136,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 136, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0379-DREW,நல்லவை எல்லாம் தீயவாம் தீயவும் நல்லவாம் செல்வச் செயலான் வரும்.,"Through fate's action, all good turns bad and all bad turns good.",Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),379,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 379, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0242-POPE,நல்லாற்றால் நாடி அருளாள்க பல்லாற்றால் தேரினும் அஃதே துணை.,"Cultivate compassion through the good path; however many ways you investigate, compassion is the companion.",Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),242,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 242, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0075-DREW,அன்புற்று அமர்ந்த வழக்கென்ப வான்நட்பு என்புற்று அகன்ற விடத்து.,"When love is established in the body to the bone, friendship becomes heavenly.",Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),75,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 75, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0139-DREW,அழுக்காறு உடையார்க்கு அதுசாலும் ஒன்றே ஒழுக்கம் உடையவர்க்கு ஓர் உதவி.,Envy alone suffices as vice; right conduct alone suffices as virtue's help.,Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),139,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 139, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0045-DREW,அன்பும் அறனும் உடைத்தாயின் இல்வாழ்க்கை பண்பும் பயனும் அது.,A domestic life with love and virtue possesses both its excellence and its fruit.,Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),45,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 45, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0060-POPE,மங்கலம் என்ப மனைமாட்சி மற்றதன் நன்கலம் நன்மக்கட் பேறு.,The excellence of a home is called auspicious; its best adornment is the gift of good children.,Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),60,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 60, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0082-POPE,விருந்து புறத்ததாத் தானுண்டல் சாவா மருந்தெனினும் வேண்டற்பாற் றன்று.,To eat alone while the guest remains outside — even if the food is nectar that prevents death — is undesirable.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),82,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 82, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0033-DREW,அறத்தான் வருவதே இன்பம் மற்றெல்லாம் புறத்த பரிசுடையது.,Joy comes only from virtue; all else is externally pleasant.,Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),33,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 33, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0050-DREW,வையத்துள் வாழ்வாங்கு வாழ்பவன் வான்உறையும் தெய்வத்துள் வைக்கப் படும்.,One who lives in this world as one should will be reckoned among the divine.,Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),50,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 50, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0061-POPE,பெறுமவற்றுள் யாமறிவது இல்லை அறிவறிந்த மக்கட்பேறு அல்ல பிற.,"Among all the blessings we know, there is none equal to the gift of children who understand wisdom.",Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),61,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 61, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0377-POPE,பரிதியார் பார்ப்பான் ஒளிவிடும் சாயல் ஒரிதியார் ஒத்தம் வழி.,The sun illumines all the earth; fate illumines all of one's path.,Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),377,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 377, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0014-POPE,ஏரின் உழாஅர் உழவர் புயலென்னும் வாரி வளங்குன்றிய விடத்து.,"Farmers will not plow with their plows when the clouds, the givers of riches, fail.",Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),14,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 14, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0376-DREW,தவப்பயன் ஊழிலா வாகும் கவர்ப்பரியன் கனவினிலும் உண்டோ குறை.,"Penance without fate is useless; even in dreams, the destined lack nothing.",Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),376,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 376, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0243-DREW,அருள்அல்லது யாதெனின் கொன்றாரும் கொல்லார் மருளாரும் நிற்பார் நிலை.,Compassion is when even killers pause and the confused find stillness.,Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),243,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 243, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0054-POPE,பெண்ணின் பெருந்தக்க யாவுள கற்பென்னும் திண்மைஉண் டாகப் பெறின்.,What greater glory is there for women than the firm chastity which is called Karpu?,Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),54,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 54, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,"[{'concept_id': 'IKS-KARPU', 'name': 'Karpu', 'meaning': 'Chastity, faithfulness, or marital virtue', 'confidence': 0.7}]",{},{},0.9,True
TK-0323-DREW,ஒன்றாக நல்லது கொல்லாமை மற்றதன் பண்பு உரைக்கின் பன்மை யான் நன்று.,"Non-killing stated simply is one good; stated in its many aspects, it has manifold good.",Tiruvalluvar,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),323,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 323, Non-Killing (கொல்லாமை).",,[],{},{},0.9,True
TK-0052-DREW,மனைமாட்சி இல்லாள்கண் இல்லாயின் வாழ்க்கை எனைமாட்சித்து ஆயினும் இல்.,"If the wife lacks home-adorning virtue, however grand the life, it has no real worth.",Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),52,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 52, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0034-POPE,செய்யாமல் செய்த உதவிக்கு வையகமும் வானகமும் ஆற்றல் அரிது.,To repay unbidden service with all the world and heaven too would be impossible.,Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),34,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 34, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0013-DREW,விண்இன்று பொய்ப்பின் விரிநீர் வியன்கடலும் மண்ணின்று மாணப் பெரும்.,"If the rains fail, even the boundless sea will diminish.",Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),13,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 13, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0247-DREW,அருளில் அரசர் பொருளில் ஒருவர் இருளுட் கழிவர் இடும்பை உழந்து.,"Kings without compassion, however wealthy, wander in darkness with suffering.",Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),247,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 247, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0028-DREW,அந்தணர் என்போர் அறவோர்மற் றெவ்வுயிர்க்கும் செந்தண்மை பூண்டொழுக லான்.,True Brahmins are the virtuous who protect all lives with cool benevolence.,Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),28,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 28, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0262-DREW,தவம்செய்வார் தம்கருமம் செய்வார்மற் றல்லார் அவஞ்செய்வார் ஆசை உடைத்து.,Those who practise penance do their own duty; others pursue vanity through desire.,Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),262,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 262, Penance (தவம்).",,[],{},{},0.9,True
TK-0020-POPE,நீர்இன்று அமையா யாக்கை புலனென்னும் ஆர்இன்று அமையா தல்.,"As the body cannot exist without water, so virtue cannot exist without the senses being properly trained.",Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),20,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 20, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0371-POPE,ஊழிற் பெருவலி யாவுள மற்றொன்று சூழினும் தான்முந் துறும்.,"What strength is greater than fate? Even if one devises some other plan, fate will manifest first.",Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),371,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 371, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0049-POPE,அன்பு நன்கு உடையவர் இல்வாழ்க்கை ஆற்றின் இருந்தொழிவார் யார்.,"If those who live the domestic life with great love are truly walking its path, who would leave it?",Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),49,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 49, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0041-POPE,இல்வாழ்வான் என்பான் இயல்புடைய மூவர்க்கும் நல்லாற்றின் நின்ற துணை.,The good householder is the support of the other three orders of life who walk the path of goodness.,Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),41,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 41, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0006-POPE,பொறிவாயில் ஐந்தவித்தான் பொய்தீர் ஒழுக்க நெறிநின்றார் நீடுவாழ் வார்.,"Long live those who stand in the path of truthful virtue, restraining the five senses.",Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),6,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 6, Praise of God (கடவுள் வாழ்த்து).",,[],{},{},0.9,True
TK-0037-POPE,அன்றறிவாம் என்னாது அறம்செய்க மற்றது பொன்றுங்கால் பொன்றாத் துணை.,"Do not delay virtue saying 'we will know it later'; when death comes, virtue is the unfailing refuge.",Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),37,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 37, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0270-POPE,இலன்என்று தீயவை செய்யற்க செய்யின் இலன்ஆகும் மேலும் இழிந்து.,"Do not do evil thinking 'I am poor'; if you do, you will become poorer and more degraded.",Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),270,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 270, Penance (தவம்).",,[],{},{},0.9,True
TK-0246-POPE,அருளின் பொருளா விழைவார் பொருளின் பொருளா விழையாதார்.,Those who desire compassion as their wealth do not desire material wealth as wealth.,Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),246,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 246, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0046-DREW,அறத்தான் வருவதே இன்பம் மற்றெல்லாம் துறத்தற் பொருட்டு.,Joy comes from virtue alone; all else must be renounced.,Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),46,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 46, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0051-POPE,மனைத்தக்க மாண்புடையள் ஆகித்தற் கொண்டான் வளத்தக்காள் வாழ்க்கைத் துணை.,"She who by her virtue accords with the greatness of her home, and is fitted for her lord's prosperity, is a real partner in life.",Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),51,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 51, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0087-DREW,பண்பு உடையவரைப் பாத்து உண்டலின் பண்பில்லார் தம்பொருள் உண்டு ஊட்டுதல் தகாது.,Eating with the cultured is better than feeding the uncultured from their own wealth.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),87,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 87, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0019-DREW,ஓஒதல் வேண்டும் ஒளிமாழ்கும் செய்வினை ஆஒதல் வேண்டும் அவர்க்கு.,Shun deeds that dim one's luster and pursue deeds that sustain one's fame.,Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),19,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 19, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0057-DREW,சிறைகாக்கும் காப்பே வலிதுகொல் உள்ளதே உம்மைகாக்கும் கணவன் தொழில்.,A woman's inner virtue protects her more than any external guard; the husband guards from outside.,Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),57,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 57, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0010-DREW,பிறவிப் பெருங்கடல் நீந்துவர் நீந்தார் இறைவன் அடிசேரா தார்.,They who seek not the feet of God cannot cross the ocean of births.,Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),10,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 10, Praise of God (கடவுள் வாழ்த்து).",,[],{},{},0.9,True
TK-0100-POPE,நயன்ஒன்றும் இல்லத நண்பாம் பிறன்கேட்க வயனுடைத் தாகும் வசை.,That which has no excellence in friendship becomes a reproach when heard by others.,Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),100,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 100, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0073-POPE,அன்போடு இயைந்த வழக்கென்ப ஆருயிர்க்கு என்போடு இயைந்த தொடர்பு.,The bond of the soul with the body is said to be a bond united with love.,Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),73,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 73, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0055-DREW,தெய்வம் தொழாஅள் கொழுநன் தொழுதெழுவாள் பெய்யெனப் பெய்யும் மழை.,"The woman who worships her husband, not the gods, commands the rain to fall.",Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),55,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 55, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0545-POPE,ஆக்கல் உதவி அளி நீக்கம் நான்கென்ப வேந்தர்க்கு வேண்டும் வினை.,"Creating, protecting, giving, and removing — these four are said to be a king's duties.",Tiruvalluvar,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),545,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 545, Just Scepter (செங்கோன்மை).",,[],{},{},0.9,True
TK-0076-DREW,முகனமர்ந்து நட்பின் தலைக்கொண்டு உகமன்னும் உக்கிர தீவினையார்.,Those who meet pleasantly and maintain friendship to the end become renowned even for fierce deeds.,Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),76,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 76, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0092-POPE,அகன்அமர்ந்து ஈதலின் நன்றே முகனமர்ந்து இன்சொலன் ஆகப் பெறின்.,Better than giving with a cheerful countenance is giving with pleasant speech.,Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),92,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 92, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
